zona,enderecos_lista,area,quartos,aluguel
leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",62.0,2.0,5000
leste,"Rua Doutor Renato Maia, Jardim Jaú (zona Leste), São Paulo Zona Leste, São Paulo",400.0,3.0,2900
leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",53.0,2.0,1768
leste,"Rua Iguatu, Jardim Nordeste, São Paulo Zona Leste, São Paulo",37.0,1.0,850
leste,"Rua André Vidal, Tatuapé, São Paulo Zona Leste, São Paulo",88.0,3.0,2900
leste,"Rua Almeida Brandão, Vila Guilhermina, São Paulo Zona Leste, São Paulo",80.0,3.0,1300
leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",83.0,3.0,4850
leste,"Rua Padre Antônio De Sá, Tatuapé, São Paulo Zona Leste, São Paulo",106.0,3.0,2600
leste,"Rua Fidelis Papini, Vila Prudente, São Paulo Zona Leste, São Paulo",72.0,3.0,1976
leste,"Rua Vênus, Vila Formosa, São Paulo Zona Leste, São Paulo",286.0,3.0,2500
leste,"Rua Waldomiro Fonseca, Vila Regina ( Zona Leste), São Paulo Zona Leste, São Paulo",67.0,3.0,1500
leste,"Rua Faustino Da Costa Santos, Jardim Santa Maria, São Paulo Zona Leste, São Paulo",160.0,3.0,2600
leste,"Rua Arinaia, Belenzinho, São Paulo Zona Leste, São Paulo",180.0,4.0,7999
leste,"Rua Honório Maia, Maranhão, São Paulo Zona Leste, São Paulo",65.0,3.0,1700
leste,"Rua Guajabaras, Vila Verde, São Paulo Zona Leste, São Paulo",200.0,3.0,2080
leste,"Rua Redenção, Chácara Tatuapé, São Paulo Zona Leste, São Paulo",247.0,3.0,2410
leste,"Rua Tijuco Preto, Tatuapé, São Paulo Zona Leste, São Paulo",70.0,3.0,3500
leste,"Rua Liverpool, Vila Londrina, São Paulo Zona Leste, São Paulo",120.0,2.0,1872
leste,"Rua Cajazeiras, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",50.0,2.0,1100
leste,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",70.0,1.0,1000
leste,"Rua Olho Dágua Do Borges, Vila Silvia, São Paulo Zona Leste, São Paulo",65.0,2.0,1417
leste,"Avenida Hermilo Alves, Vila Ré, São Paulo Zona Leste, São Paulo",103.0,2.0,1560
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,1560
leste,"Rua Amélia De Freitas Beviláqua, Vila Ré, São Paulo Zona Leste, São Paulo",45.0,1.0,700
leste,"Rua Diogo Jacome, Limoeiro, São Paulo Zona Leste, São Paulo",60.0,1.0,4265
leste,"Rua Olímpio Portugal, Moóca, São Paulo Zona Leste, São Paulo",65.0,1.0,1600
leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",60.0,2.0,1260
leste,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",70.0,1.0,1470
leste,"Rua Das Nemésias, Jardim Casa Pintada, São Paulo Zona Leste, São Paulo",220.0,2.0,2400
leste,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",54.0,2.0,2600
leste,"Rua Dias Leme, Moóca, São Paulo Zona Leste, São Paulo",107.0,2.0,3600
leste,"Rua Emílio Mallet, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",80.0,2.0,3000
leste,"Rua Iguaré, Tatuapé, São Paulo Zona Leste, São Paulo",50.0,2.0,1200
leste,"Rua Lino Petenoni, Vila Paranaguá, São Paulo Zona Leste, São Paulo",52.0,2.0,1845
leste,"Rua Marechal Barbacena, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",117.0,3.0,2754
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",35.0,1.0,1100
leste,"Rua Atucuri, Chácara Santo Antônio (zona Leste), São Paulo Zona Leste, São Paulo",64.0,2.0,2000
leste,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",35.0,1.0,1260
leste,"Rua Pantojo, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",56.0,2.0,1900
leste,"Rua São Jorge, Parque São Jorge, São Paulo Zona Leste, São Paulo",66.0,2.0,3060
leste,"Avenida Ibiúna, Vila Aricanduva, São Paulo Zona Leste, São Paulo",37.0,1.0,1560
leste,"Avenida Olga Fadel Abarca, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",54.0,2.0,1560
leste,"Rua Serra De Botucatu, Chácara Califórnia, São Paulo Zona Leste, São Paulo",54.0,2.0,1600
leste,"Avenida Ibiúna, Chácara Califórnia, São Paulo Zona Leste, São Paulo",35.0,2.0,1872
leste,"Rua Toledo Barbosa, Belenzinho, São Paulo Zona Leste, São Paulo",70.0,2.0,3000
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",50.0,2.0,2000
leste,"Rua Tijuco Preto, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",100.0,2.0,3000
leste,"Rua Azevedo Soares, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",224.0,3.0,15000
leste,"Rua: Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",65.0,2.0,3300
leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,3264
leste,"Rua João Viêira Prioste, Vila Carrão, São Paulo Zona Leste, São Paulo",50.0,2.0,3000
leste,"Rua Ferreira De Oliveira, Alto Do Pari, São Paulo Zona Leste, São Paulo",62.0,3.0,2020
leste,"Rua Ernesto Dos Santos, Jardim Independencia, São Paulo Zona Leste, São Paulo",200.0,3.0,4000
leste,"Rua Antônio Muniz Fagundes, Vila Virginia, São Paulo Zona Leste, São Paulo",180.0,4.0,2850
leste,"Rua Pedro Bellegarde, Chácara Califórnia, São Paulo Zona Leste, São Paulo",57.0,2.0,2000
leste,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",50.0,2.0,2520
leste,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",62.0,2.0,2100
leste,"Rua Henrique Sertório, Alto Da Mooca, São Paulo Zona Leste, São Paulo",49.0,2.0,2387
leste,"Avenida Doutor Francisco Mesquita, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",35.0,1.0,1100
leste,"Rua Cristianópolis, Alto Da Mooca, São Paulo Zona Leste, São Paulo",120.0,3.0,2700
leste,"Rua Madrid, Parque Sevilha, São Paulo Zona Leste, São Paulo",180.0,3.0,5000
leste,"Rua Cristóvão De Vasconcelos, Jardim Adutora, São Paulo Zona Leste, São Paulo",100.0,1.0,1520
leste,"Rua Cachoeri, Vila Oratório, São Paulo Zona Leste, São Paulo",73.0,2.0,1500
leste,"Rua Francisco Pizarro, Parque Boturussu, São Paulo Zona Leste, São Paulo",90.0,3.0,2520
leste,"Rua Doutor Vicente Giacaglini, Vila Bela, São Paulo Zona Leste, São Paulo",76.0,2.0,2430
leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",52.0,2.0,2288
leste,"Rua Nhengaibas, Vila Graciosa, São Paulo Zona Leste, São Paulo",107.0,3.0,3960
leste,"Rua Santa Lúcia, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",70.0,3.0,3700
leste,"Rua Fábio José Bezerra, Parque Boturussu, São Paulo Zona Leste, São Paulo",315.0,3.0,3500
leste,"Rua Raimundo Machado, Jardim Cotinha, São Paulo Zona Leste, São Paulo",250.0,4.0,2600
leste,"Rua Paratiba, Jardim Nordeste, São Paulo Zona Leste, São Paulo",57.0,2.0,2520
leste,"Rua Lagoa De Dentro, Vila Silvia, São Paulo Zona Leste, São Paulo",44.0,2.0,1340
leste,"Rua Paulo Lopes De Leão, Itaquera, São Paulo Zona Leste, São Paulo",100.0,1.0,1100
leste,"Rua Moisés Justino, Vila Nhocune, São Paulo Zona Leste, São Paulo",100.0,2.0,1260
leste,"Rua Andrade Reis, Moóca, São Paulo Zona Leste, São Paulo",33.0,1.0,1800
leste,"Rua Cônego Antônio Lessa, Parque Da Mooca, São Paulo Zona Leste, São Paulo",35.0,1.0,1600
leste,"Rua Costa Barros, Sítio Pinheirinho, São Paulo Zona Leste, São Paulo",49.0,2.0,1100
leste,"Rua Entá, Alto Da Mooca, São Paulo Zona Leste, São Paulo",40.0,1.0,1600
leste,"Rua Evaristo Vaz De Arruda, 5, Tatuapé, São Paulo Zona Leste, São Paulo",381.0,4.0,5500
leste,"Rua Guarapuava, Moóca, São Paulo Zona Leste, São Paulo",33.0,1.0,2150
leste,"Rua Jaboticabal, Vila Bertioga, São Paulo Zona Leste, São Paulo",50.0,2.0,1610
leste,"Rua Granada, Parque Sevilha, São Paulo Zona Leste, São Paulo",100.0,2.0,2600
leste,"Rua Nova Trento, Vila Formosa, São Paulo Zona Leste, São Paulo",68.0,2.0,2350
leste,"Rua Dianópolis, Parque Da Mooca, São Paulo Zona Leste, São Paulo",48.0,2.0,1350
leste,"Rua Marcos Arruda, Catumbi, São Paulo Zona Leste, São Paulo",30.0,1.0,1250
leste,"Rua Jarinu, Cidade Mãe Do Ceu, São Paulo Zona Leste, São Paulo",32.0,1.0,1500
leste,"Rua Marcelo Muller, Jardim Independencia, São Paulo Zona Leste, São Paulo",25.0,1.0,969
leste,"Rua Bacabás, Parque São Lucas, São Paulo Zona Leste, São Paulo",50.0,1.0,800
leste,"Avenida Conselheiro Carrão,
                1038, Chácara Califórnia, São Paulo Zona Leste, São Paulo",45.0,,1050
leste,"Quarta Parada, São Paulo Zona Leste, São Paulo",264.0,,5500
leste,"Vila Ré, São Paulo Zona Leste, São Paulo",196.0,,6000
leste,"Rua Padre Raposo, 167, Moóca, São Paulo Zona Leste, São Paulo",240.0,,5500
leste,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",40.0,1.0,560
leste,"Rua Gregório Souza, Vila Nova Savoia, São Paulo Zona Leste, São Paulo",50.0,1.0,660
leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",77.0,3.0,2750
leste,"Jardim Têxtil, São Paulo Zona Leste, São Paulo",325.0,,5500
leste,"Rua Cantagalo, 570, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",64.0,,5500
leste,"Nao Informado, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",,1.0,750
leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",6.0,1.0,299
leste,"Agrimensor Sugaya 1437, Itaquera, São Paulo Zona Leste, São Paulo",47.0,2.0,1208
leste,"Rua Capitão Ferraioulo 125, Vila Invernada, São Paulo Zona Leste, São Paulo",65.0,2.0,1000
leste,"Rua Agrimensor Sugaya, Colônia (zona Leste), São Paulo Zona Leste, São Paulo",49.0,2.0,835
leste,"Rua Colonial Das Missoes, Itaquera, São Paulo Zona Leste, São Paulo",39.0,2.0,1000
leste,"Vila Zelina, São Paulo Zona Leste, São Paulo",110.0,2.0,2000
leste,"Equici 314, Vila Esperança, São Paulo Zona Leste, São Paulo",45.0,1.0,1000
leste,"Amador Bueno Da Veiga 282, Penha De Franca, São Paulo Zona Leste, São Paulo",6.0,1.0,299
leste,"Rua Lourenço Xavier, Jardim Helena, São Paulo Zona Leste, São Paulo",40.0,2.0,1000
leste,"Vila Antonieta, São Paulo Zona Leste, São Paulo",155.0,2.0,1580
leste,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",77.0,2.0,3500
leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1300.0,,18000
leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",30.0,,1500
leste,"Rua Dario Pozzo, Conjunto Residencial José Bonifácio, São Paulo Zona Leste, São Paulo",32.0,,700
leste,"Vila Matilde, São Paulo Zona Leste, São Paulo",75.0,3.0,2200
leste,"São Miguel Paulista, São Paulo Zona Leste, São Paulo",125.0,3.0,1800
leste,"Rua Moisés Justino, 183, Vila Nhocune, São Paulo Zona Leste, São Paulo",45.0,2.0,1350
leste,"Rua Atuai, Vila Esperança, São Paulo Zona Leste, São Paulo",92.0,3.0,2700
leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1200.0,,13000
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",115.0,3.0,2300
leste,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",300.0,3.0,4000
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",157.0,3.0,2500
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,2.0,1900
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",70.0,3.0,1500
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",79.0,1.0,2800
leste,"Avenida Conselheiro Carrão,,
                549, Vila Carrão, São Paulo Zona Leste, São Paulo",280.0,,8500
leste,"Cangaíba, São Paulo Zona Leste, São Paulo",50.0,,1600
leste,"Chácara Seis De Outubro, São Paulo Zona Leste, São Paulo",70.0,2.0,1900
leste,"Jardim Colonial, São Paulo Zona Leste, São Paulo",60.0,2.0,1069
leste,"Rua Batista Fergusio, Vila Cardoso Franco, São Paulo Zona Leste, São Paulo",107.0,3.0,1350
leste,"Vila Granada, São Paulo Zona Leste, São Paulo",2600.0,,55000
leste,"Rua Astorga,
                430, Vila Guilhermina, São Paulo Zona Leste, São Paulo",400.0,,30000
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",35.0,1.0,2440
leste,"Rua Abadiânia, Vila Guilhermina, São Paulo Zona Leste, São Paulo",1320.0,,15000
leste,"Belenzinho, São Paulo Zona Leste, São Paulo",100.0,,3500
leste,"Catumbi, São Paulo Zona Leste, São Paulo",28.0,1.0,1200
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",40.0,,2750
leste,"Rua Engenheiro Manuel Osório, Vila Doutor Eiras, São Paulo Zona Leste, São Paulo",900.0,,12000
leste,"Rua Maria Daffre, 155, Quinta Da Paineira, São Paulo Zona Leste, São Paulo",57.0,2.0,2000
leste,"Avenida Aricanduva, Vila Califórnia, São Paulo Zona Leste, São Paulo",58.0,2.0,1400
leste,"José Manuel Martins, Itaquera, São Paulo Zona Leste, São Paulo",210.0,3.0,4950
leste,"Vila Mafra, São Paulo Zona Leste, São Paulo",60.0,2.0,1700
leste,"Rua Visconde De Balsemão, 191, Vila Mafra, São Paulo Zona Leste, São Paulo",60.0,2.0,1900
leste,"Jardim Avelino, São Paulo Zona Leste, São Paulo",180.0,3.0,4000
leste,"Rua Sebastião De Andrade, 258 - Vila Matilde, São Paulo - Sp, Brasil, Vila Matilde, São Paulo Zona Leste, São Paulo",40.0,1.0,600
leste,"Rua Fioravante Lopes Garcia, Jardim Belém, São Paulo Zona Leste, São Paulo",45.0,2.0,1100
leste,"Vila Carmosina, São Paulo Zona Leste, São Paulo",47.0,2.0,2000
leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",400.0,,10000
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",38.0,,1200
leste,"Rua Miranorte, Vila Taquari, São Paulo Zona Leste, São Paulo",60.0,2.0,1300
leste,"Avenida Waldemar Tietz, Cidade Líder, São Paulo Zona Leste, São Paulo",58.0,2.0,1000
leste,"R. Vilela, 652, Vila Azevedo, São Paulo Zona Leste, São Paulo",40.0,,2750
leste,"Rua Bispo Eugênio Demazemod, Vila Alpina, São Paulo Zona Leste, São Paulo",55.0,2.0,1750
leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",25.0,,1450
leste,"Avenida Padres Olivetanos, Vila Esperança, São Paulo Zona Leste, São Paulo",30.0,1.0,1220
leste,"Vila Prudente, São Paulo Zona Leste, São Paulo",30.0,1.0,1000
leste,"Rua Campinas Do Piauí, Itaquera, São Paulo Zona Leste, São Paulo",30.0,,1800
leste,"Rua Das Águias Reais, Conjunto Residencial Sitio Oratório, São Paulo Zona Leste, São Paulo",50.0,2.0,780
leste,"Rua Silva Lisboa, Vila Nhocune, São Paulo Zona Leste, São Paulo",70.0,2.0,1360
leste,"Rua Nélson Tartuce, Parque Das Paineiras, São Paulo Zona Leste, São Paulo",40.0,1.0,990
leste,"Rua Itaueira, Vila Taquari, São Paulo Zona Leste, São Paulo",30.0,1.0,600
leste,"Rua Rosa Mendes, Jardim Penha, São Paulo Zona Leste, São Paulo",55.0,2.0,1100
leste,"Conceição Do Formoso 373, Jardim Cotinha, São Paulo Zona Leste, São Paulo",291.0,,13000
leste,"Vila Regente Feijó, São Paulo Zona Leste, São Paulo",55.0,,3000
leste,"Rua Barão De Abiaí, Chácara Belenzinho, São Paulo Zona Leste, São Paulo",528.0,,13000
leste,"Rua Ibitirama 811, Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,,1600
leste,"Rua Júlio Parigot, Vila Antonieta, São Paulo Zona Leste, São Paulo",1500.0,,16800
leste,"Rua São Gil, 67, Tatuapé, São Paulo Zona Leste, São Paulo",250.0,5.0,5400
leste,"Jardim Aricanduva, Jardim Aricanduva, São Paulo Zona Leste, São Paulo",250.0,,2000
leste,"Avenida Celso Garcia 4707, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,1.0,1570
leste,"Rua Margarida De Lima, Tatuapé, São Paulo Zona Leste, São Paulo",45.0,1.0,1700
leste,"Rua Guaxupé, Vila Formosa, São Paulo Zona Leste, São Paulo",190.0,3.0,5800
leste,"Moóca, São Paulo Zona Leste, São Paulo",100.0,,2800
leste,"Rua Fernando Dondon, Tatuapé, São Paulo Zona Leste, São Paulo",110.0,2.0,1700
leste,"Vila Antonieta, São Paulo Zona Leste, São Paulo",,2.0,1100
leste,"Rua Enrico Bastiglia, Parque Da Mooca, São Paulo Zona Leste, São Paulo",60.0,2.0,1210
leste,"Rua Euclides Pacheco, Tatuapé, São Paulo Zona Leste, São Paulo",148.0,3.0,3200
leste,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",240.0,4.0,5000
leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",28.0,1.0,650
leste,"Rua Lagoa Do Campêlo, Itaquera, São Paulo Zona Leste, São Paulo",65.0,2.0,1550
leste,"Rua Capitão Ferraiuolo 266, Vila Invernada, São Paulo Zona Leste, São Paulo",50.0,2.0,1100
leste,"Rua Antonieta De Morais, Vila Matilde, São Paulo Zona Leste, São Paulo",67.0,3.0,1400
leste,"Rua Tuiuti, Tatuapé, São Paulo Zona Leste, São Paulo",81.0,3.0,2840
leste,"Rua Professor Antônio De Castro Lopes, Parque Boturussu, São Paulo Zona Leste, São Paulo",37.0,1.0,800
leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",30.0,1.0,900
leste,"Rua Antônio Leite Penteado, Jardim Verônia, São Paulo Zona Leste, São Paulo",25.0,1.0,650
leste,"Avenida Gabriela Mistral, Penha De Franca, São Paulo Zona Leste, São Paulo",76.0,2.0,1100
leste,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo Zona Leste, São Paulo",26.0,1.0,890
leste,"Rua Madre De Deus, Moóca, São Paulo Zona Leste, São Paulo",300.0,3.0,11000
leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",49.0,2.0,1260
leste,"Jardim Danfer, São Paulo Zona Leste, São Paulo",1360.0,,15000
leste,"Rua Baltazar Nunes, Vila Carmosina, São Paulo Zona Leste, São Paulo",47.0,2.0,1100
leste,"Rua Cantagalo, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",100.0,2.0,1320
leste,"Avenida Condessa Elizabeth De Robiano, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,2.0,2560
leste,"Rua João Cordeiro, Vila Carrão, São Paulo Zona Leste, São Paulo",480.0,4.0,10950
leste,"Rua Baltazar Nunes  600, Itaquera, São Paulo Zona Leste, São Paulo",48.0,2.0,1400
leste,"Avenida Cangaíba, Cangaíba, São Paulo Zona Leste, São Paulo",60.0,2.0,1200
leste,"Rua Francisco Gomes Da Rocha, Vila Antonieta, São Paulo Zona Leste, São Paulo",60.0,2.0,1520
leste,"Rua Coronel Carlos Oliva, Tatuapé, São Paulo Zona Leste, São Paulo",41.0,1.0,1590
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",65.0,2.0,1400
leste,"Rua Ignácio Alves De Mattos, Itaquera, São Paulo Zona Leste, São Paulo",120.0,3.0,3311
leste,"Rua Celestino Gonçalves Bueno, Vila Londrina, São Paulo Zona Leste, São Paulo",61.0,2.0,1000
leste,"Avenida Norberto Mayer, Vila Carrão, São Paulo Zona Leste, São Paulo",60.0,1.0,1100
leste,"Avenida Milene Elias, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",80.0,1.0,9380
leste,"Rua Oratório, Moóca, São Paulo Zona Leste, São Paulo",55.0,2.0,2000
leste,"Rua Abel Tavares, Jardim Belém, São Paulo Zona Leste, São Paulo",41.0,2.0,1000
leste,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",70.0,2.0,1300
leste,"Avenida Paranaguá, Ermelino Matarazzo, São Paulo Zona Leste, São Paulo",70.0,2.0,1200
leste,"Rua São João Da Bocaina, Chácara Mafalda, São Paulo Zona Leste, São Paulo",75.0,2.0,1600
leste,"Rua Asfaltite, Vila Formosa, São Paulo Zona Leste, São Paulo",76.0,2.0,1400
leste,"Rua José Manso, Vila Matilde, São Paulo Zona Leste, São Paulo",50.0,2.0,1700
leste,"Rua Mercedes Lopes, Vila Santana, São Paulo Zona Leste, São Paulo",60.0,2.0,1150
leste,"Rua Monguba, Vila Carrão, São Paulo Zona Leste, São Paulo",110.0,3.0,2200
leste,"Rua Vitoantônio Del Vecchio, Parque Da Mooca, São Paulo Zona Leste, São Paulo",57.0,1.0,1990
leste,"Avenida Matapi, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",45.0,2.0,1180
leste,"Rua Fontoura Xavier, Itaquera, São Paulo Zona Leste, São Paulo",42.0,2.0,1350
leste,"Rua Francisco Marengo, Tatuapé, São Paulo Zona Leste, São Paulo",78.0,3.0,2400
leste,"Rua Passo Fundo, Jardim De Lorenzo, São Paulo Zona Leste, São Paulo",186.0,4.0,5000
leste,"Avenida Doutor Bernardino Brito Fonseca De Carvalho, Vila Talarico, São Paulo Zona Leste, São Paulo",53.0,2.0,1149
leste,"Avenida Olavo Egídio De Souza Aranha, Parque Císper, São Paulo Zona Leste, São Paulo",200.0,2.0,920
leste,"Rua Serra De Bragança, Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",40.0,1.0,1650
leste,"Estrada Velha Da Penha, Tatuapé, São Paulo Zona Leste, São Paulo",90.0,3.0,2000
leste,"Rua Visconde De Parnaíba, Moóca, São Paulo Zona Leste, São Paulo",36.0,1.0,1700
leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",74.0,2.0,2000
leste,"Avenida Osvaldo Valle Cordeiro, Jardim Brasília (zona Leste), São Paulo Zona Leste, São Paulo",53.0,2.0,1140
leste,"Rua Professor Pedreira De Freitas, Tatuapé, São Paulo Zona Leste, São Paulo",86.0,3.0,2600
leste,"Rua Iguará, Vila Alpina, São Paulo Zona Leste, São Paulo",32.0,1.0,920
leste,"Avenida Sapopemba, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",98.0,3.0,1820
leste,"Rua Pastoril De Itapetinga, Jardim Danfer, São Paulo Zona Leste, São Paulo",120.0,3.0,2050
leste,"Rua Vinte E Nove De Outubro, Vila Matilde, São Paulo Zona Leste, São Paulo",70.0,1.0,1440
leste,"Rua Antônio Tertuliano, Parque Boturussu, São Paulo Zona Leste, São Paulo",55.0,2.0,1700
leste,"Rua Fernando Mônaco, Vila Buenos Aires, São Paulo Zona Leste, São Paulo",100.0,2.0,1600
leste,"Rua Taquarytinga, Alto Da Mooca, São Paulo Zona Leste, São Paulo",83.0,2.0,3900
leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",110.0,3.0,2010
oeste,"Rua Canuto Luiz Do Nascimento, Jardim Capelinha, São Paulo Zona Oeste, São Paulo",28.0,,700
oeste,"Rua Mergenthaler, 1001, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",1470.0,,51450
oeste,"Rua Clélia, Água Branca, São Paulo Zona Oeste, São Paulo",47.0,1.0,1307
oeste,"Rua Hans Oersted, Cidade Moncoes, São Paulo Zona Oeste, São Paulo",33.0,1.0,1430
oeste,"Avenida Cardeal Motta, City América, São Paulo Zona Oeste, São Paulo",79.0,3.0,1600
oeste,"Rua Leão Coroado, Vila Madalena, São Paulo Zona Oeste, São Paulo",117.0,1.0,6300
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",31.0,1.0,1150
oeste,"Rua Teodoro Sampaio, Pinheiros, São Paulo Zona Oeste, São Paulo",40.0,1.0,2100
oeste,"Rua Professor Celso Quirino Dos Santos, Cidade São Francisco, São Paulo Zona Oeste, São Paulo",60.0,2.0,1430
oeste,"Rua João Tibiriçá, Lapa, São Paulo Zona Oeste, São Paulo",25.0,1.0,1100
oeste,"Rua Nanuque, Vila Leopoldina, São Paulo Zona Oeste, São Paulo",62.0,2.0,2000
oeste,"Rua Turiassú, Perdizes, São Paulo Zona Oeste, São Paulo",96.0,1.0,3100
oeste,"Rua Pantaleão Brás, Jardim Ester, São Paulo Zona Oeste, São Paulo",70.0,2.0,1300
oeste,"Rua Doutor Laerte Setúbal, Vila Suzana, São Paulo Zona Oeste, São Paulo",70.0,2.0,1900
oeste,"Rua Corinto, Vila Indiana, São Paulo Zona Oeste, São Paulo",87.0,3.0,1600
oeste,"Rua Croata, Vila Ipojuca, São Paulo Zona Oeste, São Paulo",72.0,3.0,1800
oeste,"Rua Harmonia, Sumarezinho, São Paulo Zona Oeste, São Paulo",100.0,3.0,4300
oeste,"Rua Mateus Grou, Pinheiros, São Paulo Zona Oeste, São Paulo",45.0,1.0,2500
oeste,"Avenida Raimundo Pereira De Magalhães, Jardim Íris, São Paulo Zona Oeste, São Paulo",68.0,2.0,1940
oeste,"Rua Torres Da Barra, Água Branca, São Paulo Zona Oeste, São Paulo",30.0,1.0,1600
oeste,"Rua Vupabussu, Pinheiros, São Paulo Zona Oeste, São Paulo",47.0,1.0,2320
oeste,"Rua Raul Pompéia, Vila Pompéia, São Paulo Zona Oeste, São Paulo",75.0,2.0,3300
oeste,"Rua Cajaíba, Vila Pompéia, São Paulo Zona Oeste, São Paulo",55.0,2.0,1900
oeste,"Rua Do Símbolo, Jardim Ampliação, São Paulo Zona Oeste, São Paulo",136.0,3.0,1800
oeste,"Rua Parnamirim, Jaguaré, São Paulo Zona Oeste, São Paulo",54.0,1.0,1130
oeste,"Rua Eusébio De Paula Marcondes, Jardim D Abril, São Paulo Zona Oeste, São Paulo",67.0,3.0,1465
oeste,"Avenida Diógenes Ribeiro De Lima, Alto Da Lapa, São Paulo Zona Oeste, São Paulo",42.0,1.0,2000
oeste,"Rua Domingos Mazzeu, Vila Lageado, São Paulo Zona Oeste, São Paulo",53.0,2.0,1736
oeste,"Rua Doutor Miranda De Azevedo, Vila Anglo Brasileira, São Paulo Zona Oeste, São Paulo",73.0,2.0,2100
oeste,"Rua Oscar Pinheiro Coelho, Caxingui, São Paulo Zona Oeste, São Paulo",119.0,3.0,2500
oeste,"Rua Manuel Henrique Lopes, Pinheiros, São Paulo Zona Oeste, São Paulo",50.0,2.0,2392
